척도,문항,문항내용,도메인패널,조건 선택,평균,표준편차,표본수,값범위최소,값범위최대
Survey,S7,S7. 현재 상황에서 사용할 수 있는 여유 인지 자원이 얼마나 있나요?,통합,C1: All,5.18182,1.50036,22,0,7
Survey,S7,S7. 현재 상황에서 사용할 수 있는 여유 인지 자원이 얼마나 있나요?,통합,C2: No,5.72727,1.03196,22,0,7
Survey,S7,S7. 현재 상황에서 사용할 수 있는 여유 인지 자원이 얼마나 있나요?,통합,C3: Ours1,5.13636,1.24577,22,0,7
Survey,S7,S7. 현재 상황에서 사용할 수 있는 여유 인지 자원이 얼마나 있나요?,통합,C4: Ours2,5.63636,0.902138,22,0,7
Survey,S7,S7. 현재 상황에서 사용할 수 있는 여유 인지 자원이 얼마나 있나요?,통합,C5: KnowNo,5.27273,1.38639,22,0,7
Survey,S8,S8. 현재 상황에 대해 얼마나 많은 정보를 얻었나요? ,토마토 수확,C1: All,4.90909,1.81409,11,0,7
Survey,S8,S8. 현재 상황에 대해 얼마나 많은 정보를 얻었나요? ,토마토 수확,C2: No,4.18182,1.66242,11,0,7
Survey,S8,S8. 현재 상황에 대해 얼마나 많은 정보를 얻었나요? ,토마토 수확,C3: Ours1,4.54545,1.96792,11,0,7
Survey,S8,S8. 현재 상황에 대해 얼마나 많은 정보를 얻었나요? ,토마토 수확,C4: Ours2,4.90909,1.7581,11,0,7
Survey,S8,S8. 현재 상황에 대해 얼마나 많은 정보를 얻었나요? ,토마토 수확,C5: KnowNo,4.81818,2.0405,11,0,7
Survey,S8,S8. 현재 상황에 대해 얼마나 많은 정보를 얻었나요? ,분리수거,C1: All,5,1.67332,11,0,7
Survey,S8,S8. 현재 상황에 대해 얼마나 많은 정보를 얻었나요? ,분리수거,C2: No,4.72727,1.48936,11,0,7
Survey,S8,S8. 현재 상황에 대해 얼마나 많은 정보를 얻었나요? ,분리수거,C3: Ours1,5,1.67332,11,0,7
Survey,S8,S8. 현재 상황에 대해 얼마나 많은 정보를 얻었나요? ,분리수거,C4: Ours2,4.90909,1.3751,11,0,7
Survey,S8,S8. 현재 상황에 대해 얼마나 많은 정보를 얻었나요? ,분리수거,C5: KnowNo,5.09091,1.57826,11,0,7
Survey,S8,S8. 현재 상황에 대해 얼마나 많은 정보를 얻었나요? ,통합,C1: All,4.95455,1.7037,22,0,7
Survey,S8,S8. 현재 상황에 대해 얼마나 많은 정보를 얻었나요? ,통합,C2: No,4.45455,1.56532,22,0,7
Survey,S8,S8. 현재 상황에 대해 얼마나 많은 정보를 얻었나요? ,통합,C3: Ours1,4.77273,1.79767,22,0,7
Survey,S8,S8. 현재 상황에 대해 얼마나 많은 정보를 얻었나요? ,통합,C4: Ours2,4.90909,1.54023,22,0,7
Survey,S8,S8. 현재 상황에 대해 얼마나 많은 정보를 얻었나요? ,통합,C5: KnowNo,4.95455,1.78558,22,0,7
Survey,S9,S9. 현재 상황에 대해 얻은 정보가 얼마나 좋은가요? ,토마토 수확,C1: All,5.09091,1.81409,11,0,7
Survey,S9,S9. 현재 상황에 대해 얻은 정보가 얼마나 좋은가요? ,토마토 수확,C2: No,4.72727,1.55505,11,0,7
Survey,S9,S9. 현재 상황에 대해 얻은 정보가 얼마나 좋은가요? ,토마토 수확,C3: Ours1,5.09091,1.70027,11,0,7
Survey,S9,S9. 현재 상황에 대해 얻은 정보가 얼마나 좋은가요? ,토마토 수확,C4: Ours2,4.72727,1.42063,11,0,7
Survey,S9,S9. 현재 상황에 대해 얻은 정보가 얼마나 좋은가요? ,토마토 수확,C5: KnowNo,5.09091,1.70027,11,0,7
Survey,S9,S9. 현재 상황에 대해 얻은 정보가 얼마나 좋은가요? ,분리수거,C1: All,5.09091,1.446,11,0,7
Survey,S9,S9. 현재 상황에 대해 얻은 정보가 얼마나 좋은가요? ,분리수거,C2: No,5.09091,1.22103,11,0,7
Survey,S9,S9. 현재 상황에 대해 얻은 정보가 얼마나 좋은가요? ,분리수거,C3: Ours1,5.18182,1.47093,11,0,7
Survey,S9,S9. 현재 상황에 대해 얻은 정보가 얼마나 좋은가요? ,분리수거,C4: Ours2,5.18182,1.53741,11,0,7
Survey,S9,S9. 현재 상황에 대해 얻은 정보가 얼마나 좋은가요? ,분리수거,C5: KnowNo,5.09091,1.3751,11,0,7
Survey,S9,S9. 현재 상황에 대해 얻은 정보가 얼마나 좋은가요? ,통합,C1: All,5.09091,1.60087,22,0,7
Survey,S9,S9. 현재 상황에 대해 얻은 정보가 얼마나 좋은가요? ,통합,C2: No,4.90909,1.37699,22,0,7
Survey,S9,S9. 현재 상황에 대해 얻은 정보가 얼마나 좋은가요? ,통합,C3: Ours1,5.13636,1.55212,22,0,7
Survey,S9,S9. 현재 상황에 대해 얻은 정보가 얼마나 좋은가요? ,통합,C4: Ours2,4.95455,1.46311,22,0,7
Survey,S9,S9. 현재 상황에 대해 얻은 정보가 얼마나 좋은가요? ,통합,C5: KnowNo,5.09091,1.50899,22,0,7
Survey,S10,S10. 현재 상황에 얼마나 익숙한가요?,토마토 수확,C1: All,3.63636,2.11058,11,0,7
Survey,S10,S10. 현재 상황에 얼마나 익숙한가요?,토마토 수확,C2: No,3.72727,2.05382,11,0,7
Survey,S10,S10. 현재 상황에 얼마나 익숙한가요?,토마토 수확,C3: Ours1,4,2.19089,11,0,7
Survey,S10,S10. 현재 상황에 얼마나 익숙한가요?,토마토 수확,C4: Ours2,4.18182,1.99089,11,0,7
Survey,S10,S10. 현재 상황에 얼마나 익숙한가요?,토마토 수확,C5: KnowNo,3.63636,2.01359,11,0,7
Survey,S10,S10. 현재 상황에 얼마나 익숙한가요?,분리수거,C1: All,4,1.34164,11,0,7
Survey,S10,S10. 현재 상황에 얼마나 익숙한가요?,분리수거,C2: No,3.36364,1.74773,11,0,7
Survey,S10,S10. 현재 상황에 얼마나 익숙한가요?,분리수거,C3: Ours1,3.36364,1.62928,11,0,7
Survey,S10,S10. 현재 상황에 얼마나 익숙한가요?,분리수거,C4: Ours2,3.72727,1.79393,11,0,7
Survey,S10,S10. 현재 상황에 얼마나 익숙한가요?,분리수거,C5: KnowNo,3.54545,1.57249,11,0,7
Survey,S10,S10. 현재 상황에 얼마나 익숙한가요?,통합,C1: All,3.81818,1.7358,22,0,7
Survey,S10,S10. 현재 상황에 얼마나 익숙한가요?,통합,C2: No,3.54545,1.87025,22,0,7
Survey,S10,S10. 현재 상황에 얼마나 익숙한가요?,통합,C3: Ours1,3.68182,1.91203,22,0,7
Survey,S10,S10. 현재 상황에 얼마나 익숙한가요?,통합,C4: Ours2,3.95455,1.86387,22,0,7
Survey,S10,S10. 현재 상황에 얼마나 익숙한가요?,통합,C5: KnowNo,3.59091,1.76363,22,0,7
